p,kappa,estimator_variant,r_f_mean,r_f_std,mae_b_mean,mae_b_std,fallback_weight_mean
0.55,0.5,fixed_q_0.1,5.006088194933573,0.34220696407452533,1.0537739520668459,0.11463497763043777,
0.55,0.5,fixed_q_0.2,3.600986008427202,0.25255343151329934,0.6027573709558254,0.08615939203335447,
0.55,0.5,fixed_q_0.3,2.669608031685872,0.16687956605206675,0.2629596354909462,0.08126869405055039,
0.55,0.5,oracle_aqf,2.0383838308398423,0.1496281314824424,0.0651472017990895,0.05076137881848305,
0.55,1.0,estimated_aqf,1.7610906610858756,0.15087660101738504,0.2517921518167823,0.09197724045714402,0.6062776584663659
0.55,1.0,fixed_q_0.1,2.7774780728180475,0.2270184315744962,0.908111040872782,0.09962537982583224,
0.55,1.0,fixed_q_0.2,1.9758510133088873,0.1406975461844755,0.4014545239548541,0.08842991768383425,
0.55,1.0,fixed_q_0.3,1.4910075023440932,0.10300502277495412,0.07782475901400128,0.04958061284703817,
0.55,1.0,oracle_aqf,1.4409896778999096,0.1003362971936727,0.066146146820605,0.036532733941120624,
0.55,1.5,estimated_aqf,1.3015700932745886,0.10194673054061429,0.09160356295383973,0.058855572734424044,0.6412266788836305
0.55,1.5,fixed_q_0.1,2.069911398741356,0.14215553137324793,0.8102336773193588,0.09502052897353977,
0.55,1.5,fixed_q_0.2,1.4690040761399057,0.10696768942366712,0.22877447807762588,0.0693454927423766,
0.55,1.5,fixed_q_0.3,1.0985000034615597,0.08731370641814422,0.17695276047060382,0.06497893240287003,
0.55,1.5,oracle_aqf,1.214681846339513,0.10226276874860715,0.06660770249721618,0.0595545864496631,
0.55,2.0,estimated_aqf,1.2045505743067384,0.08914697643833218,0.08821185094170217,0.08573425775308209,0.8054019965943926
0.55,2.0,fixed_q_0.1,1.7466004928217902,0.09967757248414576,0.7465565671304317,0.10932357588228761,
0.55,2.0,fixed_q_0.2,1.3045838252514383,0.06946817974080613,0.1779721255631676,0.08380062936121117,
0.55,2.0,fixed_q_0.3,0.9949040171467061,0.07504207460406465,0.2770268478137381,0.08842303035244521,
0.55,2.0,oracle_aqf,1.1866165835299176,0.0721790450342743,0.07114283501864227,0.040590654556382194,
0.55,2.5,estimated_aqf,1.126603007614731,0.07884639154837232,0.07900961521879105,0.06242254309288211,0.9091235732765488
0.55,2.5,fixed_q_0.1,1.5885049918018808,0.07490343937571871,0.7395602486404133,0.0962557024765271,
0.55,2.5,fixed_q_0.2,1.1992644973976865,0.07380150535032827,0.11501247968316779,0.09134861656028184,
0.55,2.5,fixed_q_0.3,0.9270972181001719,0.05509987398897114,0.3885794124600236,0.09340488893259252,
0.55,2.5,oracle_aqf,1.1149878780455142,0.07314081028279196,0.08840877654839892,0.054083051661122906,
0.55,3.0,estimated_aqf,1.1076943767177672,0.06993152658873904,0.1318196516419463,0.08593060792890483,0.99969972415849
0.55,3.0,fixed_q_0.1,1.5047411616072608,0.07586612150542556,0.7925306356116583,0.13806178503446595,
0.55,3.0,fixed_q_0.2,1.1873332805158476,0.05409668877298989,0.18306676356984336,0.10978380274827776,
0.55,3.0,fixed_q_0.3,0.9392543058080243,0.057332817065419206,0.37314145820752553,0.14181977832497797,
0.55,3.0,oracle_aqf,1.122518611308689,0.05605853023144649,0.10962807158734486,0.06288019952491913,
0.55,3.5,estimated_aqf,1.1041755900649588,0.04526798721708866,0.08998515727609054,0.07341194617564085,1.0
0.55,3.5,fixed_q_0.1,1.4210309039945632,0.0579938587183256,0.7548401206555231,0.11428076374059443,
0.55,3.5,fixed_q_0.2,1.1613112769165483,0.05414427975203254,0.17556554824844567,0.0769055306596735,
0.55,3.5,fixed_q_0.3,0.9295592301807926,0.043866182173938256,0.4301360235864304,0.09812923727362732,
0.55,3.5,oracle_aqf,1.099123138158964,0.05622578566564971,0.08932394278505199,0.06384645456111822,
0.55,4.0,estimated_aqf,1.0805485289626453,0.03581282931366481,0.0832776730757506,0.061112815336704394,1.0
0.55,4.0,fixed_q_0.1,1.3689791086198286,0.04643349957167895,0.7546359863222192,0.11841090459818074,
0.55,4.0,fixed_q_0.2,1.1249908317804667,0.05163228044298187,0.15462834826937694,0.11065733325773879,
0.55,4.0,fixed_q_0.3,0.9256039945636718,0.05339453336049186,0.4762355923859465,0.17033603955587356,
0.55,4.0,oracle_aqf,1.0801198675179737,0.04435463091783354,0.10059253002949609,0.08095471726909372,
0.55,4.5,estimated_aqf,1.0791905412993923,0.036981586530462726,0.10558112152499924,0.08006162672676842,1.0
0.55,4.5,fixed_q_0.1,1.3366367757649174,0.04300845604649695,0.7639676147699552,0.10468255771576421,
0.55,4.5,fixed_q_0.2,1.130173788245036,0.04389850306916239,0.20192027319221656,0.09807586639589419,
0.55,4.5,fixed_q_0.3,0.9621468808976159,0.0458094932814035,0.3735047308874682,0.15816312661708978,
0.55,4.5,oracle_aqf,1.0880240329460154,0.0414745195895432,0.11240226189688576,0.09036670381770347,
0.55,5.0,estimated_aqf,1.0659094732148926,0.03055525511062967,0.07597572992741437,0.07844553769676722,1.0
0.55,5.0,fixed_q_0.1,1.3064960003173691,0.03758441400864255,0.7710472822590548,0.09753020575751416,
0.55,5.0,fixed_q_0.2,1.1060858028451441,0.033252665837357184,0.144224641521999,0.0866174638511078,
0.55,5.0,fixed_q_0.3,0.956407525055951,0.03537961945321729,0.4178856062028398,0.130183262672905,
0.55,5.0,oracle_aqf,1.0693577204596239,0.03449025887378753,0.09035811978544758,0.07570081496472121,
0.65,0.5,estimated_aqf,2.6075721735951642,0.2689086200639979,0.35831237533533,0.09569847138501303,0.5413474690613744
0.65,0.5,fixed_q_0.1,4.11207894919536,0.31136835976435234,0.9461345153775866,0.10249107664591915,
0.65,0.5,fixed_q_0.2,2.932636756306005,0.22774277363872908,0.49472687920001235,0.09567223357256642,
0.65,0.5,fixed_q_0.3,2.1958437566563385,0.13847954269999274,0.17454617359620705,0.0748174128957562,
0.65,0.5,oracle_aqf,1.7856190458295333,0.10743669702887762,0.06634715429831059,0.048234544155942326,
0.65,1.0,estimated_aqf,1.448086584982208,0.1277486805645529,0.15744182327512712,0.07936110578737059,0.5928844915909599
0.65,1.0,fixed_q_0.1,2.2230113904153006,0.14204234670362045,0.7581993421056542,0.0891900329159944,
0.65,1.0,fixed_q_0.2,1.6329715975222054,0.10962346139690657,0.30671692063220063,0.06604115459853692,
0.65,1.0,fixed_q_0.3,1.2271495615901764,0.07416049506031362,0.0592442021675863,0.047525007872450994,
0.65,1.0,oracle_aqf,1.3118472561535808,0.08573305204955438,0.05866054918079664,0.036888858240098875,
0.65,1.5,estimated_aqf,1.1578692400271486,0.11015866055304743,0.10017262784275242,0.07961007258795202,0.6663990038018681
0.65,1.5,fixed_q_0.1,1.7107541953639906,0.0984844015747743,0.6308548140301644,0.10058559829774488,
0.65,1.5,fixed_q_0.2,1.2215687204609644,0.09777990782834581,0.09505950146751978,0.07946045252035783,
0.65,1.5,fixed_q_0.3,0.9024304613254417,0.08967780015764983,0.353611087494721,0.11423920679746122,
0.65,1.5,oracle_aqf,1.1615155367901049,0.0965239847052404,0.08341832273923408,0.061164867630279236,
0.65,2.0,estimated_aqf,1.07018379637173,0.10388604016388918,0.15632983904290318,0.0906534049894258,0.7793402184295848
0.65,2.0,fixed_q_0.1,1.516982148482423,0.08854273661802868,0.5896669252905673,0.12538299015669588,
0.65,2.0,fixed_q_0.2,1.1018444133773753,0.05575692014036297,0.07439335825397135,0.04294486096906655,
0.65,2.0,fixed_q_0.3,0.800035843061969,0.03852759159454754,0.5514350246060201,0.07482670198776448,
0.65,2.0,oracle_aqf,1.1366130823431368,0.057822127902166724,0.06457267055348241,0.052023931030105455,
0.65,2.5,estimated_aqf,1.046216753914687,0.05819456214440309,0.10689454969939902,0.07629287969788633,0.903936492964951
0.65,2.5,fixed_q_0.1,1.399819476459531,0.07125529974278884,0.5871332732809711,0.11174745463585922,
0.65,2.5,fixed_q_0.2,1.0307289002637443,0.060789544730297365,0.14007003633595697,0.08457524228166675,
0.65,2.5,fixed_q_0.3,0.7395495597542971,0.05990435911415947,0.7359659539148621,0.1367725702352341,
0.65,2.5,oracle_aqf,1.1014799161752173,0.05535176608474168,0.08961678513452886,0.06622343293280424,
0.65,3.0,estimated_aqf,1.0784459026436286,0.05195571736386843,0.09409938128038275,0.07582629842559095,0.9984342605280887
0.65,3.0,fixed_q_0.1,1.330653027183098,0.062300821289794375,0.5901943106423181,0.1040350372490087,
0.65,3.0,fixed_q_0.2,1.006707395151868,0.06184193487633189,0.16993976894517243,0.10208921622874348,
0.65,3.0,fixed_q_0.3,0.7226631715823265,0.06446456058512358,0.8881775821474307,0.16672786379758459,
0.65,3.0,oracle_aqf,1.0850197895193192,0.055119599184373556,0.08545507729665998,0.07280920249893047,
0.65,3.5,estimated_aqf,1.0605928051224054,0.05801264663748765,0.10935989931028,0.08718196103789916,1.0
0.65,3.5,fixed_q_0.1,1.2710299585146019,0.0662174430483838,0.5465209975627657,0.15085373006900807,
0.65,3.5,fixed_q_0.2,0.9958892760821104,0.07485802483086845,0.211240009191814,0.17247668843803515,
0.65,3.5,fixed_q_0.3,0.7143640564387063,0.0704830026681533,1.0569266841184004,0.211458585956491,
0.65,3.5,oracle_aqf,1.0563350138813807,0.07049355366558947,0.14852355530010977,0.0884537591048534,
0.65,4.0,estimated_aqf,1.0641935641604385,0.03718021119851792,0.09321335027599638,0.07532279349324313,1.0
0.65,4.0,fixed_q_0.1,1.251561659507787,0.040572321340310136,0.5824090239434219,0.10064675419738504,
0.65,4.0,fixed_q_0.2,1.0152835207421733,0.04136301702446877,0.15817098782996553,0.09131979111169661,
0.65,4.0,fixed_q_0.3,0.757933795800678,0.07198670163041683,1.0172083613682281,0.26746876397069597,
0.65,4.0,oracle_aqf,1.074159232585277,0.037241809935460626,0.09112595186576336,0.07291757236419191,
0.65,4.5,estimated_aqf,1.0526665118968765,0.033369645561782076,0.09299885780061432,0.07468604256216158,1.0
0.65,4.5,fixed_q_0.1,1.2207003676261277,0.028664249354381593,0.5697040187674072,0.07855047876916349,
0.65,4.5,fixed_q_0.2,1.0017988087775254,0.05030397457499598,0.1989888739827526,0.1514127880642465,
0.65,4.5,fixed_q_0.3,0.7593607165709877,0.07600632597658614,1.135629072775247,0.31467496351135826,
0.65,4.5,oracle_aqf,1.051581365575289,0.046252110448446036,0.13293056328239877,0.07003931030942133,
0.65,5.0,estimated_aqf,1.045445307789247,0.04132962561729769,0.12015587833088306,0.09200500482361358,1.0
0.65,5.0,fixed_q_0.1,1.2021615186493275,0.042694067234139925,0.5784103343011069,0.158462582243829,
0.65,5.0,fixed_q_0.2,1.0051545902145218,0.03861353871499429,0.17224737970196013,0.1358899399904611,
0.65,5.0,fixed_q_0.3,0.786018166950139,0.06957481242342768,1.129042506190073,0.3319863269291625,
0.65,5.0,oracle_aqf,1.0513581520664956,0.040907039842465534,0.11705589393885747,0.09465725715727039,
0.75,0.5,estimated_aqf,2.3304772849105424,0.19051456729267782,0.33153027620912434,0.09465472281295938,0.5726379980202385
0.75,0.5,fixed_q_0.1,3.6670501281156915,0.22748053498793216,0.9284838884344941,0.09646044079613193,
0.75,0.5,fixed_q_0.2,2.6190498577758787,0.1525448278289382,0.4697429191252632,0.07949367438631878,
0.75,0.5,fixed_q_0.3,1.971003708954368,0.14627831527646493,0.15223395258590217,0.08685401367945406,
0.75,0.5,oracle_aqf,1.6672987521938645,0.13412932386337414,0.06912689222666195,0.06419318568258647,
0.75,1.0,estimated_aqf,1.1978870162617283,0.090141587135621,0.0599304918554048,0.04684152987266353,0.5633714036801497
0.75,1.0,fixed_q_0.1,1.8934537942171539,0.10189794671719683,0.6139011609459532,0.10023996430266716,
0.75,1.0,fixed_q_0.2,1.368678881196661,0.07194094021092905,0.15329212923220678,0.06486562872809805,
0.75,1.0,fixed_q_0.3,1.0161624793393491,0.05960912257077976,0.19710363746425186,0.07299554875814715,
0.75,1.0,oracle_aqf,1.1920735302767451,0.07022939849546689,0.0550219109441283,0.04867712247998491,
0.75,1.5,estimated_aqf,0.97388082718878,0.10908898749846797,0.2003177797556323,0.1063120338939536,0.619136404015515
0.75,1.5,fixed_q_0.1,1.4298680164079243,0.0812890419506087,0.4296713045090506,0.0867249783651398,
0.75,1.5,fixed_q_0.2,1.0086333047698264,0.04523750690816572,0.1307073173376482,0.06335368418808589,
0.75,1.5,fixed_q_0.3,0.7316646273760479,0.037070033510249,0.5486346607380282,0.06716477789073073,
0.75,1.5,oracle_aqf,1.083747616495225,0.04971804197618018,0.05253433161528598,0.04414373362751184,
0.75,2.0,estimated_aqf,0.9108040176856198,0.11789737577833263,0.3184210658831118,0.15821204673546985,0.7248034562197565
0.75,2.0,fixed_q_0.1,1.2597140271518463,0.09814010275736748,0.30461243522976356,0.1442887142656445,
0.75,2.0,fixed_q_0.2,0.8630137711858252,0.08034145627809654,0.3871738395088853,0.13505350318774967,
0.75,2.0,fixed_q_0.3,0.6162761282459323,0.053583001744765935,0.8747462032086808,0.10487366434662786,
0.75,2.0,oracle_aqf,1.0734520576852289,0.09630500533552398,0.11617084046545659,0.09542462982174012,
0.75,2.5,estimated_aqf,0.9463207794550286,0.11881293317940432,0.272982291510674,0.17386122505350315,0.8754704231008514
0.75,2.5,fixed_q_0.1,1.1714141370504798,0.07966354900495629,0.26185701606719436,0.14560237690299255,
0.75,2.5,fixed_q_0.2,0.7909914334211142,0.05638041645652291,0.5767130638205117,0.12863172519438618,
0.75,2.5,fixed_q_0.3,0.5293490130829742,0.0456135794557237,1.2298869569026434,0.13379707187400872,
0.75,2.5,oracle_aqf,1.0496269408214538,0.07956183007387996,0.12055813100333017,0.09171832336704566,
0.75,3.0,estimated_aqf,1.028525207290741,0.06607783000836107,0.13086833346651847,0.10306818772829246,0.995995478385941
0.75,3.0,fixed_q_0.1,1.1546769992915948,0.08880232523151371,0.292830430525556,0.15329696793955724,
0.75,3.0,fixed_q_0.2,0.7824161931442506,0.08944904607182569,0.7261535506520613,0.24164591928796883,
0.75,3.0,fixed_q_0.3,0.4845471368769279,0.06762207002453259,1.613750881374449,0.21353561603856464,
0.75,3.0,oracle_aqf,1.0538329273059333,0.08066830758879232,0.15087298523009665,0.11695637376279877,
0.75,3.5,estimated_aqf,1.0207699919346647,0.053908730040333745,0.13313680142505077,0.10122048065452888,1.0
0.75,3.5,fixed_q_0.1,1.1107736807583504,0.06154462771897823,0.22428304364254775,0.14076840668760335,
0.75,3.5,fixed_q_0.2,0.7684117370548047,0.08142484298184201,0.860418303465981,0.2760982928215229,
0.75,3.5,fixed_q_0.3,0.4311554051411271,0.06277558190951858,2.0400689111676273,0.23552563146463168,
0.75,3.5,oracle_aqf,1.0248538835934835,0.060147286945325625,0.14161856198770958,0.1093254564807722,
0.75,4.0,estimated_aqf,1.0272313047059982,0.03991776145839385,0.08637783538475671,0.07247084782891322,1.0
0.75,4.0,fixed_q_0.1,1.0954176890057203,0.05431980056444225,0.22526141080991574,0.15838938470569894,
0.75,4.0,fixed_q_0.2,0.7831076951272528,0.083108149009194,0.8899241137434311,0.3036651704830141,
0.75,4.0,fixed_q_0.3,0.3846327140664162,0.06099427427685734,2.4791244098417637,0.24852649948451497,
0.75,4.0,oracle_aqf,1.024881228263526,0.05407378814138603,0.1332855477828004,0.08103751592351638,
0.75,4.5,estimated_aqf,1.020230889693956,0.032338408584374874,0.09051010288486969,0.07065910715361458,1.0
0.75,4.5,fixed_q_0.1,1.0874818456617161,0.05178615165928283,0.24166973920947515,0.13585151515858548,
0.75,4.5,fixed_q_0.2,0.8045989282822159,0.10360976310024965,0.9103111039394293,0.40592084479471985,
0.75,4.5,fixed_q_0.3,0.34126980093139697,0.04560823320927932,2.984367157485221,0.18231392828173978,
0.75,4.5,oracle_aqf,1.0193507197260814,0.05602706705623109,0.13454260453447944,0.12849670371120264,
0.75,5.0,estimated_aqf,1.0239442708379403,0.027671167679797333,0.07680179181850635,0.06518780314727932,1.0
0.75,5.0,fixed_q_0.1,1.0835474933154885,0.06501628176207566,0.26924424133692887,0.21359170991945675,
0.75,5.0,fixed_q_0.2,0.7923279287252251,0.14661098582413487,1.0798938093808288,0.6993772398830255,
0.75,5.0,fixed_q_0.3,0.32109345238159626,0.11040383460995312,3.436250272992909,0.5539961716868667,
0.75,5.0,oracle_aqf,1.0152709002128648,0.06738749648058215,0.21234757252239786,0.1717260024645032,
0.85,0.5,estimated_aqf,2.020368334785995,0.15576582031089034,0.28399984115985033,0.09684724592634476,0.5372670734659637
0.85,0.5,fixed_q_0.1,3.165287080486462,0.17001070609732322,0.8653121595245787,0.09415459376069904,
0.85,0.5,fixed_q_0.2,2.235518532527748,0.09666578464011014,0.401288345292128,0.06154205099437738,
0.85,0.5,fixed_q_0.3,1.6509148727533887,0.0588003344952773,0.07628580735431098,0.05154532745298617,
0.85,0.5,oracle_aqf,1.4857941184666388,0.06143403321748119,0.043833957993156945,0.037214240417478305,
0.85,1.0,estimated_aqf,1.0621144856707398,0.06863048259175192,0.13214261159254823,0.08482905596744152,0.5675251210178166
0.85,1.0,fixed_q_0.1,1.6532714697235043,0.1102573556914152,0.4810718839870848,0.11138578063594182,
0.85,1.0,fixed_q_0.2,1.186590989364785,0.07936914413013293,0.07810903888967884,0.060432710025981,
0.85,1.0,fixed_q_0.3,0.8815328766783098,0.05863599540739796,0.3345453832561803,0.09831084006035479,
0.85,1.0,oracle_aqf,1.1577440359119762,0.07870746747615737,0.07280637779072982,0.06113477911624131,
0.85,1.5,estimated_aqf,0.8154233338966488,0.10539711711204754,0.4012238172543542,0.1663571590511085,0.5839446813662604
0.85,1.5,fixed_q_0.1,1.1931489080239142,0.0894054280290407,0.1775913945852583,0.12581945416864063,
0.85,1.5,fixed_q_0.2,0.8372061618711708,0.043894703982897146,0.36309106549776093,0.081287835997951,
0.85,1.5,fixed_q_0.3,0.6172949023266432,0.03682294162404286,0.7379254208128121,0.07580284563110014,
0.85,1.5,oracle_aqf,1.0534887136962336,0.07402348370264687,0.09198232380451055,0.07167036577290123,
0.85,2.0,estimated_aqf,0.7454182364000694,0.1037948150896409,0.5741136850383708,0.2030301995607339,0.6622590658244084
0.85,2.0,fixed_q_0.1,1.005918231077524,0.0680898559209396,0.1234840950196654,0.09455526321591312,
0.85,2.0,fixed_q_0.2,0.6632405152128118,0.03246048891505331,0.743516983596233,0.10432324845611816,
0.85,2.0,fixed_q_0.3,0.47731268524290565,0.02724019258099751,1.1641813423644052,0.1018294765150115,
0.85,2.0,oracle_aqf,1.0394476439009273,0.06934141193554226,0.12117681940760941,0.07887044465939347,
0.85,2.5,estimated_aqf,0.8511573784434017,0.17303550563025527,0.47829787269983237,0.3495776571901884,0.8492083357312465
0.85,2.5,fixed_q_0.1,0.925185629396276,0.06780297014129254,0.2612564670309771,0.13595124582692245,
0.85,2.5,fixed_q_0.2,0.5763518057827868,0.040046835426240615,1.1149372302760423,0.12397756149108707,
0.85,2.5,fixed_q_0.3,0.3969574112726094,0.020077215279647738,1.6222631795089613,0.09183920272034495,
0.85,2.5,oracle_aqf,1.023981460821822,0.0772382760372284,0.12683893632588877,0.11258722761146898,
0.85,3.0,estimated_aqf,1.0061263118925319,0.07459091539580831,0.16626561487385141,0.12948151389005857,0.9935318346331796
0.85,3.0,fixed_q_0.1,0.8745124173866128,0.08276214483286545,0.4288190221047371,0.22881488221586418,
0.85,3.0,fixed_q_0.2,0.5022688669819051,0.04789163990160795,1.534452794839447,0.16793796599864164,
0.85,3.0,fixed_q_0.3,0.3415273951524699,0.02014168996908126,2.0779369920475768,0.09055545936579225,
0.85,3.0,oracle_aqf,1.020937774333195,0.0670039600052586,0.14664983009944602,0.10227103478612677,
0.85,3.5,estimated_aqf,1.0149672089215123,0.0683252715697891,0.1785583926970838,0.11918755797974989,1.0
0.85,3.5,fixed_q_0.1,0.8799263397741838,0.06446634961506796,0.49228276085590716,0.2067378655355218,
0.85,3.5,fixed_q_0.2,0.4330387936155877,0.05195659399684997,2.054437734650802,0.19114384816670196,
0.85,3.5,fixed_q_0.3,0.28716844697294913,0.02180449139083702,2.6301642663838987,0.0883247699252431,
0.85,3.5,oracle_aqf,1.0129719249706146,0.05219829325353125,0.13501684928487662,0.0936874005389072,
0.85,4.0,estimated_aqf,1.0168315889931034,0.052237323512767414,0.16114659835514217,0.11308422754555165,1.0
0.85,4.0,fixed_q_0.1,0.8826926686069829,0.07101498979370989,0.5389701118509208,0.2861102809297549,
0.85,4.0,fixed_q_0.2,0.3990942081841577,0.062303465492574324,2.467188861957621,0.2820091541269574,
0.85,4.0,fixed_q_0.3,0.258384258508604,0.02039839182659987,3.097307219010432,0.12632363181242964,
0.85,4.0,oracle_aqf,1.0127205369677488,0.06483953766763884,0.19894795684801475,0.15817802883487994,
0.85,4.5,estimated_aqf,1.0017868307413507,0.039645525198395606,0.14958440070411028,0.09769683211609227,1.0
0.85,4.5,fixed_q_0.1,0.8985552466066279,0.09088446517497412,0.5044935480727469,0.40074579093834,
0.85,4.5,fixed_q_0.2,0.36010043558565347,0.04394306775650263,2.9169973704396943,0.23756137249247433,
0.85,4.5,fixed_q_0.3,0.22611371297746566,0.01794030978759362,3.591660030658974,0.12077904993170127,
0.85,4.5,oracle_aqf,1.0002334332032023,0.047749584894978984,0.18147261116429467,0.11979901862023319,
0.85,5.0,estimated_aqf,0.9995275442370971,0.039816395938027785,0.14551859936344877,0.1294185653302734,1.0
0.85,5.0,fixed_q_0.1,0.9217120353686539,0.06427001111266423,0.446467414431578,0.2961271666170627,
0.85,5.0,fixed_q_0.2,0.3196536582642309,0.02416334233081989,3.440248609406435,0.1274667647823378,
0.85,5.0,fixed_q_0.3,0.2036750857322176,0.01013197250010358,4.088031671962573,0.08285381197266552,
0.85,5.0,oracle_aqf,1.006711212768631,0.05409638422717955,0.17737440455430525,0.15802161300595677,
0.95,0.5,estimated_aqf,1.7972886196167266,0.10723489869238516,0.2439700036615668,0.06439237140685543,0.5784451110195985
0.95,0.5,fixed_q_0.1,2.8039377031628314,0.13782933807940229,0.8173289721689236,0.07950371982680837,
0.95,0.5,fixed_q_0.2,2.0324119070704536,0.10784186839690295,0.38796674813164345,0.05266166373223577,
0.95,0.5,fixed_q_0.3,1.5472847303707824,0.08718956377995982,0.08379504790934122,0.05032938262644097,
0.95,0.5,oracle_aqf,1.4776805825303396,0.08043758569766478,0.05094542952040868,0.03861975890123966,
0.95,1.0,estimated_aqf,0.9218494597892848,0.08030710685514401,0.2287824416444761,0.0973367087526937,0.6059866230808708
0.95,1.0,fixed_q_0.1,1.4392136276324972,0.0897836698953082,0.3594853482075919,0.10361763182106921,
0.95,1.0,fixed_q_0.2,1.0348632147561634,0.07238500305698121,0.10781033747586628,0.07933791066690514,
0.95,1.0,fixed_q_0.3,0.7758222472163403,0.04321606475167252,0.417734682475501,0.08305574557429846,
0.95,1.0,oracle_aqf,1.1093950202710285,0.06853697657557586,0.0797516462469475,0.05271532060766212,
0.95,1.5,estimated_aqf,0.62285923767283,0.056408804575747366,0.6825570217241141,0.09392024922732946,0.5501504461633075
0.95,1.5,fixed_q_0.1,0.9754171545683932,0.061363269127380216,0.09420342068237728,0.07133063777723427,
0.95,1.5,fixed_q_0.2,0.6874154840022175,0.04177067723475596,0.5639775180248509,0.06696586307193098,
0.95,1.5,fixed_q_0.3,0.5155265072895024,0.033031382331837604,0.8903723054137048,0.061003846920861866,
0.95,1.5,oracle_aqf,1.0286808979999225,0.07268567360817949,0.08038158869969463,0.05603211483976329,
0.95,2.0,estimated_aqf,0.5190975666137267,0.06498807892861422,1.0941152674787173,0.17561598951030233,0.5484136675663007
0.95,2.0,fixed_q_0.1,0.7764133857937512,0.05991036799344322,0.5137826091228322,0.14176823111612352,
0.95,2.0,fixed_q_0.2,0.5407033577898496,0.03202633986719053,1.0395388356690423,0.10070555938247878,
0.95,2.0,fixed_q_0.3,0.40147517275694267,0.02896395564103472,1.3917056142133728,0.08626051283920053,
0.95,2.0,oracle_aqf,1.0145267933564026,0.08629169482160394,0.15091976149849237,0.07605020626179636,
0.95,2.5,estimated_aqf,0.4337226494448954,0.10566724267378003,1.50776779369015,0.2756294633650441,0.5133844354356518
0.95,2.5,fixed_q_0.1,0.6077306793748264,0.05064914903440451,1.0164144712074843,0.1327094378012548,
0.95,2.5,fixed_q_0.2,0.4235405187641074,0.03224087652683747,1.5295861542497247,0.09935647390895896,
0.95,2.5,fixed_q_0.3,0.30963565636755364,0.02224199153475498,1.8899262216381083,0.09365105394126122,
0.95,2.5,oracle_aqf,0.9575899596069318,0.10599703917847199,0.2410027804234872,0.12165531608703735,
0.95,3.0,estimated_aqf,0.5973259631115179,0.3065709288462603,1.3225290804739274,0.8650076300578142,0.6830222418627061
0.95,3.0,fixed_q_0.1,0.5167026836078001,0.04952100284688029,1.4831305930812881,0.16972118168796574,
0.95,3.0,fixed_q_0.2,0.35049472575672397,0.026508132362463615,2.035672410045649,0.10563098250766723,
0.95,3.0,fixed_q_0.3,0.25710595915155965,0.01440082569030467,2.3891902735257275,0.0782019137141191,
0.95,3.0,oracle_aqf,0.9906041339175434,0.1059445102408382,0.2520565020632223,0.1814406119353419,
0.95,3.5,estimated_aqf,0.8135751154611611,0.28301788324542215,0.7927887204914021,0.9386356611856143,0.8828409207986097
0.95,3.5,fixed_q_0.1,0.4653965248942088,0.027958333343196803,1.8862492698114592,0.11220378306562143,
0.95,3.5,fixed_q_0.2,0.31356157498437204,0.012808221220511595,2.475482833604951,0.0735800639024204,
0.95,3.5,fixed_q_0.3,0.22516074499399719,0.009509980247243331,2.8664260829945656,0.062373941508356005,
0.95,3.5,oracle_aqf,0.9753855626190008,0.12775156739964538,0.3169115649255473,0.3256008328741587,
0.95,4.0,estimated_aqf,0.9554913206781948,0.07237732504353318,0.27510458391594916,0.19430554022378196,1.0
0.95,4.0,fixed_q_0.1,0.42254460485263834,0.031062031254831843,2.3085408670418923,0.1312677538803287,
0.95,4.0,fixed_q_0.2,0.2704995538745897,0.01924560620153926,2.9796374172394184,0.09487203256719615,
0.95,4.0,fixed_q_0.3,0.1976538455082954,0.01309827488036838,3.345696359441304,0.08749724549226762,
0.95,4.0,oracle_aqf,1.003523142292146,0.09091520186343921,0.30021119722016226,0.1809501916221445,
0.95,4.5,estimated_aqf,0.9966517544910685,0.04934319903376979,0.17778000147345016,0.13850748622113213,1.0
0.95,4.5,fixed_q_0.1,0.35723838399177044,0.0294452129587502,2.921410832902251,0.14064888718527868,
0.95,4.5,fixed_q_0.2,0.24030739696724526,0.017059466480313583,3.508924477881996,0.09659478132493264,
0.95,4.5,fixed_q_0.3,0.17381306468577992,0.010123780458122626,3.887803339691552,0.07821901568145614,
0.95,4.5,oracle_aqf,0.9342927447060732,0.13202359471509303,0.44805038863878793,0.49764394575746673,
0.95,5.0,estimated_aqf,0.9785297255931447,0.056765987179438225,0.22241234717571282,0.19179473692722465,1.0
0.95,5.0,fixed_q_0.1,0.32514535683152435,0.028302811043700513,3.388331467964292,0.13211335759806625,
0.95,5.0,fixed_q_0.2,0.2156633352924359,0.013520420270513544,3.997086827630922,0.060484558748126985,
0.95,5.0,fixed_q_0.3,0.1591208241299284,0.007977548620568774,4.355270868653098,0.055803125320744225,
0.95,5.0,oracle_aqf,0.9519872119863722,0.11958969750914476,0.4274636372477495,0.4528860520832725,
