scenario_id,p,kappa,replicate,estimator_variant,q_used,backbone_hat,r_f,mae_b,p_hat,kappa_hat,d_hat,fallback_weight
p00_k00,0.05,0.5,6,oracle_aqf,0.4904268769362993,10.101532966777256,14.702103297584795,0.1015329667772562,,,,
p00_k00,0.05,0.5,6,estimated_aqf,0.22617539561758795,9.387166107438695,32.76259338278308,0.612833892561305,0.610760002133064,1.2487307121214455,0.8829859544169806,0.4414929772084903
p00_k00,0.05,0.5,7,fixed_q_0.1,0.1,8.777217925666907,61.58893703473134,1.222782074333093,,,,
p00_k00,0.05,0.5,7,fixed_q_0.2,0.2,9.234843393956385,43.75097942217247,0.7651566060436146,,,,
p00_k00,0.05,0.5,7,fixed_q_0.3,0.3,9.535966404839908,33.468353875956396,0.46403359516009246,,,,
p00_k00,0.05,0.5,7,oracle_aqf,0.4904268769362993,10.082588139651495,18.284120572872,0.08258813965149514,,,,
p00_k00,0.05,0.5,7,estimated_aqf,0.22957829452957346,9.338163633072758,40.06035251377906,0.6618363669272416,0.5402379564104739,2.046079780520319,1.4467968876546002,0.7233984438273001
p00_k00,0.05,0.5,8,fixed_q_0.1,0.1,8.93545715876483,59.91849933593541,1.0645428412351698,,,,
p00_k00,0.05,0.5,8,fixed_q_0.2,0.2,9.280619048080625,45.737892281757254,0.7193809519193746,,,,
p00_k00,0.05,0.5,8,fixed_q_0.3,0.3,9.566228080539224,35.41174907310368,0.4337719194607761,,,,
p00_k00,0.05,0.5,8,oracle_aqf,0.4904268769362993,10.122218289579331,19.22154371344491,0.12221828957933134,,,,
p00_k00,0.05,0.5,8,estimated_aqf,0.2411711154421315,9.36321984207981,42.59566980581723,0.6367801579201906,0.5089977036657205,1.661735693154676,1.1750245771693992,0.5875122885846996
p00_k00,0.05,0.5,9,fixed_q_0.1,0.1,8.902743181894653,55.68304519824356,1.0972568181053468,,,,
p00_k00,0.05,0.5,9,fixed_q_0.2,0.2,9.274648058537,41.152213724402216,0.7253519414629999,,,,
p00_k00,0.05,0.5,9,fixed_q_0.3,0.3,9.539786664149014,32.02864002267765,0.46021333585098567,,,,
p00_k00,0.05,0.5,9,oracle_aqf,0.4904268769362993,10.03041513085426,18.495084716347804,0.030415130854260397,,,,
p00_k00,0.05,0.5,9,estimated_aqf,0.27673174346724305,9.49103574779901,33.606356238161254,0.5089642522009896,0.3580413495882272,1.4957717579763712,1.0576703531724154,0.5288351765862077
p00_k00,0.05,0.5,10,fixed_q_0.1,0.1,8.830681711532655,40.2897572726912,1.1693182884673448,,,,
p00_k00,0.05,0.5,10,fixed_q_0.2,0.2,9.206811299647512,30.20320165287025,0.7931887003524878,,,,
p00_k00,0.05,0.5,10,fixed_q_0.3,0.3,9.499713232876458,23.25730203585042,0.5002867671235425,,,,
p00_k00,0.05,0.5,10,oracle_aqf,0.4904268769362993,10.091854291755302,11.744997719857244,0.09185429175530224,,,,
p00_k00,0.05,0.5,10,estimated_aqf,0.21494603347010716,9.257936622515134,28.918932485979262,0.7420633774848664,0.6185590104401639,1.5663494893827874,1.107576345650655,0.5537881728253276
